"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim","fr"
"China","Shanxi",-0.0798451930915653,0.00413805632646755,"May",-0.258541211369763,0.0136237215522491,16.8104126077,41.8494330728,0.285714285714286
"China","Shanxi",0.0731448801190835,0.00366747540093264,"Jun",0.236845390176427,0.0120744281179666,20.8961844921,62.4263015973,0.428571428571429
"China","Shanxi",-0.161213308537501,0.00473302127017314,"Jul",-0.522013692551468,0.0155825244507379,22.8578337339,117.259387365,0.571428571428571
"China","Shanxi",-0.133727583550803,0.00203535125275643,"Aug",-0.433014062664071,0.00670098629426971,21.361877948,114.150798514,0.714285714285714
"China","Shanxi",0.0482740854780117,0.003575587599372,"Sep",0.156312985841737,0.0117719059375643,16.458445536,63.6909886134,0.857142857142857
"China","Shanxi",0.0627739253269,-0.00181864071574391,"Oct",0.203263916937866,-0.00598751026089312,10.2943256671,33.3824859518,1
"China","Shanxi",NA,NA,"Nov",NA,NA,2.61957576953,12.3942151572,NA
"China","Shanxi",NA,NA,"Dec",NA,NA,-3.84495829065,1.13361014019,NA
"China","Shandong",NA,NA,"Jan",NA,NA,-0.658903349272,5.88661997925,NA
"China","Shandong",NA,NA,"Feb",NA,NA,1.82758212936,10.7011222902,NA
"China","Shandong",NA,NA,"Mar",NA,NA,7.40407334477,17.8881076864,NA
"China","Shandong",-0.0778607612032538,-0.00386804681812849,"Apr",-0.4054866863421,-0.0151227351079014,14.3907256879,34.6471671983,0.142857142857143
"China","Shandong",-0.0129438242023073,-0.00124001773453069,"May",-0.0674094152597232,-0.00484804362773478,20.0043643008,60.5140111462,0.285714285714286
"China","Shandong",-0.0103906658272118,0.00311769053540635,"Jun",-0.0541129651194335,0.0121890996495677,24.4817130412,84.2990447798,0.428571428571429
"China","Shandong",0.0172174427702612,0.00294633868691929,"Jul",0.0896657534335306,0.0115191727493104,26.6019017132,192.553820413,0.571428571428571
"China","Shandong",-0.122413412134595,0.000775033801112753,"Aug",-0.637509935469425,0.00303011608312667,25.7825748298,153.303092008,0.714285714285714
"China","Shandong",0.11610402864519,0.000964075776829634,"Sep",0.604651651470614,0.00376920530760093,21.4777506127,63.6672480031,0.857142857142857
"China","Shandong",0.0503406411221769,0.00372261325435429,"Oct",0.262166198243068,0.0145541398027858,15.8366868147,34.5386040392,1
"China","Shandong",NA,NA,"Nov",NA,NA,8.05521696829,20.9660991557,NA
"China","Shandong",NA,NA,"Dec",NA,NA,1.48407453388,7.6425900106,NA
"China","Henan",NA,NA,"Jan",NA,NA,1.15479261673,10.941580386,NA
"China","Henan",NA,NA,"Feb",NA,NA,3.57754340258,18.1282379421,NA
"China","Henan",NA,NA,"Mar",NA,NA,8.90666433249,34.3626429156,NA
"China","Henan",-0.0111895458646228,0.00165979248192559,"Apr",-0.0429945417270548,0.00593924113977861,15.5869425151,47.226726701,0.142857142857143
"China","Henan",-0.135992173549006,0.000660409814429958,"May",-0.522534270018177,0.0023631467076086,20.8231923133,78.3485337794,0.285714285714286
"China","Henan",-0.00227214178882285,2.96302876475938e-05,"Jun",-0.00873044323078268,0.000106026160075084,25.362552822,97.3481010854,0.428571428571429
"China","Henan",-0.0653177160408807,-0.000754508485531231,"Jul",-0.250975803827246,-0.0026998603056572,27.1624662106,186.891395478,0.571428571428571
"China","Henan",0.0345112429338607,7.34029930797696e-05,"Aug",0.132605477677481,0.000262658182290644,26.0519104123,147.476387062,0.714285714285714
"China","Henan",0.104167521268691,-0.000690031817848018,"Sep",0.400251707618482,-0.00246914322419669,21.5471241831,78.2048100369,0.857142857142857
"China","Henan",0.0933622171228796,-0.00109553620222352,"Oct",0.358733570458026,-0.00392016095579258,16.1487385952,48.6218498516,1
"China","Henan",NA,NA,"Nov",NA,NA,9.17149251176,30.0258768217,NA
"China","Henan",NA,NA,"Dec",NA,NA,3.09178595093,9.34371411189,NA
"China","Shaanxi",NA,NA,"Jan",NA,NA,-0.26597052843,3.42876633567,NA
"China","Shaanxi",NA,NA,"Feb",NA,NA,2.02591347727,7.47105097964,NA
"China","Shaanxi",NA,NA,"Mar",NA,NA,6.77675090355,25.6164027135,NA
"China","Shaanxi",0.0601626676907765,-0.0020289357629231,"Apr",0.207209098147626,-0.00796476468504435,12.8659845832,49.5610874724,0.142857142857143
"China","Shaanxi",-0.103059780587348,0.003833161388906,"May",-0.354953079882634,0.0150474100857925,17.3722524297,79.9551088757,0.285714285714286
"China","Shaanxi",-0.0386763935930978,0.0001921864710568,"Jun",-0.133207202134374,0.000754444791002739,21.2343674636,98.9203205662,0.428571428571429
"China","Shaanxi",-0.0613050822104619,0.00064248487788568,"Jul",-0.211143742195517,0.00252213054724141,23.4032975502,144.597072527,0.571428571428571
"China","Shaanxi",-0.0799351995240647,0.00153084891662595,"Aug",-0.275308613121411,0.00600948123252283,22.4808831604,127.213041885,0.714285714285714
"China","Shaanxi",0.0985497819102907,-0.000320488862309918,"Sep",0.339419979466888,-0.00125810704267862,17.7618082251,116.354361991,0.857142857142857
"China","Shaanxi",0.0854446129057537,0.000135092479956227,"Oct",0.294283845137548,0.000530317338396289,12.3212933881,63.2940097341,1
"China","Shaanxi",NA,NA,"Nov",NA,NA,6.19366721408,25.438514779,NA
"China","Shaanxi",NA,NA,"Dec",NA,NA,1.21742904008,5.21738729166,NA
