"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim","fr"
"China","Jiangxi",0.0156946287911467,-0.000420832170983349,"Mar",0.0915176968979407,-0.00196074178255861,11.4592740209,182.306598593,0.333333333333333
"China","Jiangxi",-0.0665136005011146,-0.000772741780947169,"Apr",-0.387850621461369,-0.00360035948176551,17.6717428974,204.766952876,0.5
"China","Jiangxi",0.0979104771948517,-0.000629590488510629,"May",0.570930443420606,-0.00293338879924444,22.1942879223,221.305404433,0.666666666666667
"China","Jiangxi",0.163205454407074,-0.00116183391106054,"Jun",0.95167509262422,-0.0054132180258149,25.4606811952,272.865795145,0.833333333333333
"China","Jiangxi",-0.0220255515281593,-0.00133210353547186,"Jul",-0.128434241777106,-0.00620653847492347,28.5760254874,156.739341914,1
"China","Jiangxi",NA,NA,"Aug",NA,NA,27.9164405073,138.439555711,NA
"China","Jiangxi",NA,NA,"Sep",NA,NA,24.4496316667,79.771684836,NA
"China","Jiangxi",NA,NA,"Oct",NA,NA,19.4062887056,69.5883419868,NA
"China","Jiangxi",NA,NA,"Nov",NA,NA,13.4477109964,75.1775873522,NA
"China","Jiangxi",NA,NA,"Dec",NA,NA,7.6648629113,49.0883862624,NA
"China","Hunan",NA,NA,"Jan",NA,NA,4.71890282078,55.9832408225,NA
"China","Hunan",-0.0457921039038495,-0.000504032319966447,"Feb",-0.261441335742839,-0.00348632269593483,6.59210147592,86.3741123544,0.166666666666667
"China","Hunan",0.0569994156547358,0.000211493124914668,"Mar",0.325427357446284,0.00146286905068562,10.6794984814,126.496651965,0.333333333333333
"China","Hunan",-0.021787764193774,-0.00114034660470805,"Apr",-0.124393109030996,-0.00788762166975829,16.9356029109,160.087419547,0.5
"China","Hunan",0.131880315438883,-0.00180582198809414,"May",0.752945658468207,-0.0124906239788945,21.6115663568,194.549230287,0.666666666666667
"China","Hunan",-0.0301944828934034,-0.000829568673259936,"Jun",-0.172389675658734,-0.00573801317664547,25.1797179781,203.173978352,0.833333333333333
"China","Hunan",-0.0342019888520163,0.000189206734410878,"Jul",-0.195269771166403,0.00130871713235427,28.2117788733,160.225857607,1
"China","Hunan",NA,NA,"Aug",NA,NA,27.4253224948,129.145229096,NA
"China","Hunan",NA,NA,"Sep",NA,NA,23.4727044887,75.7874290799,NA
"China","Hunan",NA,NA,"Oct",NA,NA,18.2159674623,76.7923358222,NA
"China","Hunan",NA,NA,"Nov",NA,NA,12.5461594766,73.6457675321,NA
"China","Hunan",NA,NA,"Dec",NA,NA,7.00894927142,40.8237001136,NA
"China","Guangdong",NA,NA,"Jan",NA,NA,12.4930016256,45.5376517783,NA
"China","Guangdong",-0.0623067755414427,0.00155697593770842,"Feb",-0.124610845565638,0.00285681905547453,13.7007591182,80.8403864802,0.166666666666667
"China","Guangdong",-0.071019764087795,-0.00353714969856518,"Mar",-0.142036444318417,-0.00649014311409315,16.8789693063,122.605125036,0.333333333333333
"China","Guangdong",0.0389578807789744,9.97621795362022e-05,"Apr",0.077914069908566,0.00018304874764742,21.2978149712,211.377510736,0.5
"China","Guangdong",-0.0683086292733819,-0.000738505865133986,"May",-0.136614292413898,-0.00135504831962893,24.8123727513,305.982308297,0.666666666666667
"China","Guangdong",0.33275801245729,0.000297502435021742,"Jun",0.665501575722911,0.000545872678463546,27.154924239,337.196974757,0.833333333333333
"China","Guangdong",0.0429530715750869,-0.00295296829755194,"Jul",0.0859042780195363,-0.00541825721152438,28.2504447537,246.203803655,1
"China","Guangdong",NA,NA,"Aug",NA,NA,27.9746315882,280.184317675,NA
"China","Guangdong",NA,NA,"Sep",NA,NA,26.4107503401,181.38972955,NA
"China","Guangdong",NA,NA,"Oct",NA,NA,23.3665259042,69.5906845101,NA
"China","Guangdong",NA,NA,"Nov",NA,NA,18.8317782386,48.5002761866,NA
"China","Guangdong",NA,NA,"Dec",NA,NA,14.1827035591,36.624697918,NA
"China","Guangxi",NA,NA,"Jan",NA,NA,11.4083773367,43.8232231458,NA
"China","Guangxi",-0.000218501136024649,-0.00046971161577278,"Feb",-0.00160993130892985,-0.00279991970933946,12.8393146371,63.6921005545,0.166666666666667
"China","Guangxi",0.0188457572289215,-0.000297476382679254,"Mar",0.138856827727931,-0.00177323693721376,16.3042790373,93.9003525885,0.333333333333333
"China","Guangxi",-0.0356705097745034,-8.00887440916777e-06,"Apr",-0.262822754774982,-4.77403678232664e-05,21.1965830017,151.697527754,0.5
"China","Guangxi",-0.0677057799729255,-0.000352490995143772,"May",-0.498860815815769,-0.00210117538405769,24.7586864705,226.809103204,0.666666666666667
"China","Guangxi",0.0663989706382252,-0.000707747907095455,"Jun",0.489232155292473,-0.00421883821429471,27.1025314793,263.543492651,0.833333333333333
"China","Guangxi",0.0900277177643797,-0.00138587567996518,"Jul",0.663330379591367,-0.00826111277798555,28.2069471882,239.072905065,1
"China","Guangxi",NA,NA,"Aug",NA,NA,27.8368415519,216.263368017,NA
"China","Guangxi",NA,NA,"Sep",NA,NA,26.1606368984,132.659916609,NA
"China","Guangxi",NA,NA,"Oct",NA,NA,22.6908970291,72.0560647173,NA
"China","Guangxi",NA,NA,"Nov",NA,NA,18.025256061,54.8643243912,NA
"China","Guangxi",NA,NA,"Dec",NA,NA,13.2887476491,35.127311335,NA
