"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim","fr"
"USA","Minnesota",0.110584115837842,0.0122410665581177,"Oct",0.153603418330666,0.0189871821573381,9.99654627075,61.8171742515,1
"USA","Minnesota",NA,NA,"Nov",NA,NA,1.43129809327,28.888944257,NA
"USA","Minnesota",NA,NA,"Dec",NA,NA,-6.5804193796,11.4909663642,NA
"USA","Ohio",NA,NA,"Jan",NA,NA,-2.07137019788,52.7617769073,NA
"USA","Ohio",NA,NA,"Feb",NA,NA,-0.41719776292,50.0457583375,NA
"USA","Ohio",NA,NA,"Mar",NA,NA,4.64230198331,76.796623452,NA
"USA","Ohio",0.119677129331528,0.00196362753208932,"Apr",0.141846017904583,0.00234626429666098,11.019270932,98.2204265314,0.142857142857143
"USA","Ohio",0.0782082634803272,-0.000199129803353258,"May",0.0926954949862275,-0.000237932673266072,16.55656829,116.476742995,0.285714285714286
"USA","Ohio",-0.212032692448711,0.0104084835371506,"Jun",-0.251309446152577,0.0124367034514004,21.3415516267,104.450713334,0.428571428571429
"USA","Ohio",-0.319696398182394,0.0136443176590321,"Jul",-0.37891668419777,0.0163030793022268,23.5280942755,108.432234289,0.571428571428571
"USA","Ohio",-0.159616077467878,0.0173744382530981,"Aug",-0.189183222465574,0.0207600593705317,22.5377849572,91.3338397051,0.714285714285714
"USA","Ohio",-0.233255249948299,-0.00396895296698725,"Sep",-0.276463251962277,-0.00474235184086086,18.6663264275,83.7341652111,0.857142857142857
"USA","Ohio",0.14154432904032,-0.00171793236613761,"Oct",0.167763878892239,-0.00205269243218355,12.3486976552,78.038003756,1
"USA","Ohio",NA,NA,"Nov",NA,NA,6.29504858917,81.7548929941,NA
"USA","Ohio",NA,NA,"Dec",NA,NA,0.336915444724,68.7921759031,NA
"China","Jilin",NA,NA,"Jan",NA,NA,-15.9166574437,0.399315158416,NA
"China","Jilin",NA,NA,"Feb",NA,NA,-11.0178729113,1.02788100963,NA
"China","Jilin",NA,NA,"Mar",NA,NA,-2.0198016991,6.93481745284,NA
"China","Jilin",-0.0831606284556675,0.0163726104861629,"Apr",-0.16756325838113,0.0373808719373068,7.88893971258,28.2661758515,0.142857142857143
"China","Jilin",-0.200156888772105,-0.00198522243278144,"May",-0.403303114621878,-0.00453252983631344,14.9944126079,48.3761570088,0.285714285714286
"China","Jilin",-0.302344161289584,-0.00114262065147172,"Jun",-0.609203823480004,-0.00260875663546043,20.4290698268,95.0781255077,0.428571428571429
"China","Jilin",0.149204147043809,-0.000194302151078261,"Jul",0.300636653509249,-0.000443617945515657,23.1161099174,180.781579547,0.571428571428571
"China","Jilin",-0.0933144944956235,0.00423972339187431,"Aug",-0.188022638143124,0.00967985876749454,21.9211206596,124.882317431,0.714285714285714
"China","Jilin",0.404142868049014,0.00211719356283727,"Sep",0.814321597604194,0.00483383767700308,15.6252151505,47.8351196037,0.857142857142857
"China","Jilin",0.113486967213042,-0.000842532813387251,"Oct",0.228668858847638,-0.00192361573780948,7.52090672946,26.6509031259,1
"China","Jilin",NA,NA,"Nov",NA,NA,-3.16132738691,7.38525701468,NA
"China","Jilin",NA,NA,"Dec",NA,NA,-12.6502911475,1.11946606173,NA
"China","Liaoning",NA,NA,"Jan",NA,NA,-12.1002531737,0.700592022347,NA
"China","Liaoning",NA,NA,"Feb",NA,NA,-7.58875947573,1.91866874632,NA
"China","Liaoning",NA,NA,"Mar",NA,NA,0.248221059581,8.14069156386,NA
"China","Liaoning",-0.116366727151718,0.015027652093026,"Apr",-0.192582093371476,0.031200720044381,9.1787360386,29.8872553809,0.142857142857143
"China","Liaoning",-0.166088302521408,-0.00977967534579216,"May",-0.274869232528857,-0.020304762893107,16.0661262512,48.3404778487,0.285714285714286
"China","Liaoning",-0.3008558905665,0.00127044614256101,"Jun",-0.497903985328168,0.00263772638467625,20.9183952084,90.4308232306,0.428571428571429
"China","Liaoning",-0.0495123562824568,0.00250547917931846,"Jul",-0.0819408902701021,0.00520192735146024,23.6129064736,179.457812404,0.571428571428571
"China","Liaoning",-0.388400634081346,-0.000214670356998561,"Aug",-0.642786894579165,-0.000445703005970423,22.6302982122,138.929663759,0.714285714285714
"China","Liaoning",0.509117232942388,0.000341499022124819,"Sep",0.842567844704485,0.000709027286417624,16.871221055,49.3456320541,0.857142857142857
"China","Liaoning",0.0746972413399525,-0.0112898211560086,"Oct",0.123620827520283,-0.0234401586528094,9.19369681558,31.2445135639,1
"China","Liaoning",NA,NA,"Nov",NA,NA,-0.654138142533,11.1360529873,NA
"China","Liaoning",NA,NA,"Dec",NA,NA,-9.17657396592,2.17971139702,NA
"China","Heilongjiang",NA,NA,"Jan",NA,NA,-19.4443117923,0.119443725231,NA
"China","Heilongjiang",NA,NA,"Feb",NA,NA,-14.5665766654,0.29834054954,NA
"China","Heilongjiang",NA,NA,"Mar",NA,NA,-4.89807269142,4.0276497636,NA
"China","Heilongjiang",-0.0467051011837618,0.0010589409496558,"Apr",-0.237820351882492,0.00567899953550552,6.11112273295,22.627170696,0.142857142857143
"China","Heilongjiang",-0.0300714220408418,0.00340411070448458,"May",-0.1531223782863,0.0182559217450803,13.4475591615,43.1121216041,0.285714285714286
"China","Heilongjiang",-0.094623045673151,0.00289936763186421,"Jun",-0.481816449334782,0.0155490326821043,19.5014710514,87.1479813571,0.428571428571429
"China","Heilongjiang",0.0687263307696935,0.00193911690694716,"Jul",0.349951498936557,0.0103992994297022,22.2047071052,159.817611317,0.571428571428571
"China","Heilongjiang",-0.131682822143439,0.00130752110681322,"Aug",-0.670523225628302,0.00701211126141594,20.6811537998,112.971976108,0.714285714285714
"China","Heilongjiang",0.0637850925368331,0.00206309804711455,"Sep",0.324790927917762,0.0110641984853586,14.1144941328,50.5925180109,0.857142857142857
"China","Heilongjiang",-0.0256671321307116,-0.00288511166470168,"Oct",-0.130695924865323,-0.0154725792869263,5.43264829294,21.6871267828,1
"China","Heilongjiang",NA,NA,"Nov",NA,NA,-6.34180481376,3.05256082372,NA
"China","Heilongjiang",NA,NA,"Dec",NA,NA,-16.4006891769,0.325399541684,NA
