"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim","fr"
"China","Hunan",-0.0199730854717972,-0.000105195625080576,"Nov",-0.151216577953708,-0.00100342951770963,12.5461594766,73.6457675321,1
"China","Hunan",NA,NA,"Dec",NA,NA,7.00894927142,40.8237001136,NA
"China","Guangdong",NA,NA,"Jan",NA,NA,12.4930016256,45.5376517783,NA
"China","Guangdong",NA,NA,"Feb",NA,NA,13.7007591182,80.8403864802,NA
"China","Guangdong",NA,NA,"Mar",NA,NA,16.8789693063,122.605125036,NA
"China","Guangdong",NA,NA,"Apr",NA,NA,21.2978149712,211.377510736,NA
"China","Guangdong",NA,NA,"May",NA,NA,24.8123727513,305.982308297,NA
"China","Guangdong",-0.000925211663009341,-7.16108423305526e-05,"Jun",-0.00634705337312349,-0.000630656350145509,27.154924239,337.196974757,0.166666666666667
"China","Guangdong",0.172012007085005,-0.000630177991194877,"Jul",1.18002121399501,-0.00554979859103583,28.2504447537,246.203803655,0.333333333333333
"China","Guangdong",-0.129805173458536,0.000498841182839222,"Aug",-0.890477711196519,0.00439315262093252,27.9746315882,280.184317675,0.5
"China","Guangdong",-0.085586477273856,-0.000154658188206619,"Sep",-0.587132610831885,-0.00136203073892471,26.4107503401,181.38972955,0.666666666666667
"China","Guangdong",0.0609402289485695,-0.000290248214236087,"Oct",0.41805664711236,-0.00255613358912113,23.3665259042,69.5906845101,0.833333333333333
"China","Guangdong",0.0243983406405881,0.000742892922869307,"Nov",0.167375289842079,0.00654244698202352,18.8317782386,48.5002761866,1
"China","Guangdong",NA,NA,"Dec",NA,NA,14.1827035591,36.624697918,NA
"China","Guangxi",NA,NA,"Jan",NA,NA,11.4083773367,43.8232231458,NA
"China","Guangxi",NA,NA,"Feb",NA,NA,12.8393146371,63.6921005545,NA
"China","Guangxi",NA,NA,"Mar",NA,NA,16.3042790373,93.9003525885,NA
"China","Guangxi",NA,NA,"Apr",NA,NA,21.1965830017,151.697527754,NA
"China","Guangxi",NA,NA,"May",NA,NA,24.7586864705,226.809103204,NA
"China","Guangxi",-0.174628331267997,-0.000310203491051978,"Jun",-0.805056471484277,-0.00185325835985697,27.1025314793,263.543492651,0.166666666666667
"China","Guangxi",0.26810794042895,-0.000487117998907389,"Jul",1.2360081032178,-0.00291020420386129,28.2069471882,239.072905065,0.333333333333333
"China","Guangxi",0.0643032618773263,-0.000373003409402125,"Aug",0.296445351885333,-0.00222844586431108,27.8368415519,216.263368017,0.5
"China","Guangxi",0.0270889643578753,0.0012417321695318,"Sep",0.124883207116296,0.00741851910203854,26.1606368984,132.659916609,0.666666666666667
"China","Guangxi",0.136494405779363,-0.000954105777696142,"Oct",0.629254737167698,-0.00570014380788166,22.6908970291,72.0560647173,0.833333333333333
"China","Guangxi",-0.0242374921679256,0.00185824908191508,"Nov",-0.111737595959688,0.01110179525729,18.025256061,54.8643243912,1
"China","Guangxi",NA,NA,"Dec",NA,NA,13.2887476491,35.127311335,NA
